,molecule_chembl_id,IC50,units,units.1,smiles,pIC50
154,CHEMBL1951611,1.0,nM,nM,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1ncc3ccccc3c1C#N)c(=O)n2C,9.0
155,CHEMBL1951416,1.0,nM,nM,CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1ncc3ccccc3c1C#N)c(=O)n2C,9.0
156,CHEMBL3675637,1.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=N[C@@H](C)CN12,9.0
157,CHEMBL3704833,1.0,nM,nM,N#CC1CCCN1C(=O)CNCC(O)COc1ccccc1,9.0
158,CHEMBL3903110,1.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ncc3ccccc3n1)c(=O)n2C,9.0
159,CHEMBL257376,1.0,nM,nM,CC#CCn1c(NCCN)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21,9.0
160,CHEMBL403553,1.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21,9.0
161,CHEMBL4544024,1.05,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1c(Br)cccc1C(=O)O)c(=O)n2C,8.978810700930062
162,CHEMBL1744354,1.1,nM,nM,N#Cc1ccc(NCCNCC(=O)N2C[C@@H](F)C[C@H]2C#N)nc1.O=C(O)/C=C\C(=O)O,8.958607314841775
163,CHEMBL3216064,1.1,nM,nM,COC(=O)[C@@H]1CCCN1C(=O)Cc1c(C)nc(CC(C)C)c(CN)c1-c1ccc(C)cc1.Cl.Cl,8.958607314841775
164,CHEMBL3216725,1.1,nM,nM,Cc1ccc(-c2c(CC(=O)N3CCC[C@H]3C(N)=O)c(C)nc(CC(C)C)c2CN)cc1.Cl.Cl,8.958607314841775
165,CHEMBL4845890,1.1,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)c(C(=O)OC)c2)c1=O,8.958607314841775
166,CHEMBL3142227,1.1,nM,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(N4CC(=O)NCC4=O)cc23)cc1.Cl.Cl,8.958607314841775
167,CHEMBL3734828,1.1,nM,nM,CCS(=O)(=O)Nc1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,8.958607314841775
168,CHEMBL564105,1.1,nM,nM,CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C(=O)C1CC1,8.958607314841775
169,CHEMBL3805871,1.1,nM,nM,N[C@H]1C[C@@H](N2Cc3nn4ccc(C(F)(F)F)nc4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,8.958607314841775
170,CHEMBL399791,1.1,nM,nM,Cc1cc(CN2C[C@H](N)[C@H](C(=O)C3CCC[C@H]3C#N)C2)cc(C)c1C#N,8.958607314841775
171,CHEMBL1819090,1.1,nM,nM,Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2C#N)n(C)c1=O,8.958607314841775
172,CHEMBL3805179,1.1,nM,nM,N[C@H]1C[C@@H](N2Cc3nn4c(C(F)(F)F)ccnc4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,8.958607314841775
173,CHEMBL3644461,1.1,nM,nM,N[C@H]1C[C@@H](N2Cc3nc(C(F)(F)F)[nH]c3C2)CSC1c1cc(F)ccc1F,8.958607314841775
174,CHEMBL3805226,1.1,nM,nM,Cc1cc2nc3c(cn2n1)CN([C@H]1CC[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,8.958607314841775
175,CHEMBL4247480,1.12,nM,nM,Cc1ccc2nc(CNc3nc(C)cs3)n(/N=C/c3ccc(O)cc3)c(=O)c2c1,8.950781977329818
176,CHEMBL5219735,1.17,nM,nM,CCOC(=O)/C=C/OC(=O)[C@@H]1CCCN1C(=O)CN,8.931814138253838
177,CHEMBL231396,1.2,nM,uM,N[C@H]1CN(c2ccc3nc(=O)ccn3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,8.920818753952375
178,CHEMBL598470,1.2,nM,nM,COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cc(CF)ccn3)CN1CC2,8.920818753952375
179,CHEMBL241464,1.2,nM,nmol/L,N#Cc1cccnc1N1CCN([C@@H]2CN[C@H](C(=O)N3CCSC3)C2)CC1,8.920818753952375
180,CHEMBL3686750,1.2,nM,nM,N=C(N)NCCC[C@H](N)C(=S)N1CCC[C@H]1B(O)O,8.920818753952375
181,CHEMBL1683508,1.2,nM,nM,CC(C)[C@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,8.920818753952375
182,CHEMBL2425895,1.2,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Cl)c3ccccc3n2)c1=O,8.920818753952375
183,CHEMBL2058967,1.2,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3nc4ccccc4o3)CC2)CN1)N1CCSC1,8.920818753952375
184,CHEMBL4238698,1.22,nM,nM,Cc1csc(NC2c3cc(I)ccc3N=C(c3ccccc3)N2/N=C/c2cccc([N+](=O)[O-])c2)n1,8.913640169325252
185,CHEMBL4164893,1.25,nM,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(F)c(F)[nH]c2c1=O,8.903089986991944
186,CHEMBL2425060,1.3,nM,nM,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,8.886056647693163
187,CHEMBL429115,1.3,nM,nM,Cc1cc(CN2C[C@H](N)[C@H](C(=O)C3CCC[C@H]3C#N)C2)ccc1C#N,8.886056647693163
188,CHEMBL1779714,1.3,nM,nM,CC(C)(C)SC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,8.886056647693163
189,CHEMBL3645494,1.3,nM,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)COC1c1cc(F)c(F)cc1F,8.886056647693163
190,CHEMBL238515,1.3,nM,nmol/L,N#Cc1ccc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)cc1C#N,8.886056647693163
191,CHEMBL554908,1.3,nM,nM,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CC1(F)F)Cc1cc(F)c(F)cc1F,8.886056647693163
192,CHEMBL4851477,1.3,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Br)c(C(=O)OC)c2)c1=O,8.886056647693163
193,CHEMBL4863369,1.3,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)cc(C(=O)OC)c2)c1=O,8.886056647693163
194,CHEMBL3675622,1.3,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCCN12,8.886056647693163
195,CHEMBL3735461,1.3,nM,nM,N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)CC(F)(F)F)c3C2)CO[C@@H]1c1cc(F)ccc1F,8.886056647693163
196,CHEMBL1651764,1.32,nM,nM,Cc1csc2nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c(=O)c12,8.87942606879415
197,CHEMBL4249193,1.33,nM,nM,O=[N+]([O-])c1cccc(/C=N/N2C(c3ccccc3)=Nc3ccccc3C2Nc2nccs2)c1,8.876148359032914
198,CHEMBL196881,1.4,nM,uM,CS(=O)(=O)c1ccc(-c2nc3c(s2)CCN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)C3)cc1,8.853871964321762
199,CHEMBL3805937,1.4,nM,nM,N[C@H]1C[C@@H](N2Cc3nn4c(C(F)(F)F)ccnc4c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,8.853871964321762
200,CHEMBL2023067,1.4,nM,nM,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Br)c[nH]c2c1=O,8.853871964321762
201,CHEMBL3400965,1.4,nM,nM,Cc1oc(=O)oc1COC(=O)c1ccc2c3nc(N4CCC[C@@H](N)C4)n(Cc4ccccc4Cl)c3c(=O)n(C)c2c1.Cl,8.853871964321762
202,CHEMBL2425070,1.4,nM,nM,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F,8.853871964321762
203,CHEMBL3736135,1.4,nM,nM,CCC(=O)Nc1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,8.853871964321762
204,CHEMBL4173673,1.45,nM,nM,CS(=O)(=O)c1ccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)cc1F,8.838631997765026
205,CHEMBL394837,1.49,nM,nM,Cc1ccccc1C[C@@H]1C(=O)N[C@H](C)CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,8.826813731587727
206,CHEMBL3632864,1.5,nM,nM,CC[C@@H](C)[C@H](N)C(=O)N1CCC[C@H]1C#N,8.823908740944319
207,CHEMBL3644464,1.5,nM,nM,Cc1nc2c([nH]1)CN([C@H]1CSC(c3cc(F)ccc3F)[C@@H](N)C1)C2,8.823908740944319
208,CHEMBL558452,1.5,nM,nM,CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)S(=O)(=O)C(F)(F)F,8.823908740944319
209,CHEMBL237152,1.5,nM,uM,C[C@@H](C1CCC(c2cccc3ncnn23)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,8.823908740944319
210,CHEMBL241252,1.5,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3ccc(C(F)(F)F)cn3)CC2)CN1)N1CCSC1,8.823908740944319
211,CHEMBL371585,1.5,nM,nmol/L,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NC(=O)Nc2ccccc2)CN1,8.823908740944319
212,CHEMBL3805502,1.5,nM,nM,N[C@H]1C[C@@H](N2Cc3nn4ccc(C(F)(F)F)nc4c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,8.823908740944319
213,CHEMBL487860,1.5,nM,nM,CC(C)(CNC(=O)c1ccc2[nH]nnc2c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.823908740944319
214,CHEMBL3805400,1.5,nM,nM,Cc1ccn2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3,8.823908740944319
215,CHEMBL1951595,1.5,nM,nM,COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCC[C@H](N)C4)n3Cc3ccccc3)n(C)c2=O)c1,8.823908740944319
216,CHEMBL2347039,1.55,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3nc(C)c4ccccc4n3)c2c1=O,8.809668301829708
217,CHEMBL4161924,1.58,nM,nM,CS(=O)(=O)c1ccccc1-c1c[nH]c2c(=O)n(Cc3cc(F)ccc3C#N)c(N3CCC[C@@H](N)C3)nc12,8.801342913045577
218,CHEMBL3644457,1.6,nM,nM,CC(C)(F)Cn1cc2c(n1)CN([C@H]1CSC(c3cc(F)cc(F)c3F)[C@@H](N)C1)C2,8.795880017344075
219,CHEMBL2425069,1.6,nM,nM,N[C@H]1C[C@@H](N2Cc3nc(C(F)(F)F)[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F,8.795880017344075
220,CHEMBL3675624,1.6,nM,nM,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCN12,8.795880017344075
221,CHEMBL1683560,1.6,nM,nM,N[C@H]1CN(c2cc(N3CCc4nocc4C3)ncn2)C[C@@H]1c1ccccc1,8.795880017344075
222,CHEMBL3645495,1.6,nM,nM,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CC4)c3C2)COC1c1cc(F)ccc1F,8.795880017344075
223,CHEMBL399405,1.6,nM,nmol/L,N#Cc1ccnc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)c1,8.795880017344075
224,CHEMBL3645493,1.6,nM,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)COC1c1cc(F)ccc1F,8.795880017344075
225,CHEMBL2408771,1.6,nM,nM,CC(C)=CCn1c(N2CC3CCCNC3C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,8.795880017344075
226,CHEMBL3686746,1.6,nM,nM,CCC[C@H](N)C(=S)N1CCC[C@H]1B(O)O,8.795880017344075
227,CHEMBL3736190,1.6,nM,nM,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,8.795880017344075
228,CHEMBL3735329,1.6,nM,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,8.795880017344075
229,CHEMBL3686748,1.6,nM,nM,N[C@@H](Cc1c[nH]c2ccccc12)C(=S)N1CCC[C@H]1B(O)O,8.795880017344075
230,CHEMBL391466,1.6,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)CN1)N1CCSC1,8.795880017344075
231,CHEMBL184527,1.6,nM,nM,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2cc(Cl)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,8.795880017344075
232,CHEMBL2147073,1.6,nM,nM,Cl.Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2ccc(C(=O)O)cc21,8.795880017344075
233,CHEMBL2105762,1.6,nM,nM,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,8.795880017344075
234,CHEMBL3736085,1.6,nM,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,8.795880017344075
235,CHEMBL364103,1.6,nM,nM,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,8.795880017344075
236,CHEMBL3734964,1.6,nM,nM,N[C@H]1C[C@@H](N2Cc3[nH]nc(NC(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,8.795880017344075
237,CHEMBL4846335,1.6,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(F)c(C(=O)OC)c2)c1=O,8.795880017344075
238,CHEMBL2058759,1.6,nM,nmol/L,O=C([C@@H]1C[C@H](N2CCN(c3ccnc4cc(C(F)(F)F)ccc34)CC2)CN1)N1CCSC1,8.795880017344075
239,CHEMBL3697941,1.6,nM,nM,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)C(c3cc(F)ccc3F)N(CC3CC3)C1)C2,8.795880017344075
240,CHEMBL4173272,1.61,nM,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(-c3ccc(S(N)(=O)=O)cc3)c[nH]c2c1=O,8.79317412396815
241,CHEMBL4242883,1.62,nM,nM,COc1ccc(/C=N/N2C(c3ccccc3)=Nc3ccc(I)cc3C2Nc2nccs2)cc1,8.790484985457368
242,CHEMBL4161474,1.67,nM,nM,N#Cc1ccc(F)cc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Br)c(Br)[nH]c2c1=O,8.777283528852417
243,CHEMBL4165359,1.69,nM,nM,CC(C)S(=O)(=O)c1ccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)cc1,8.772113295386326
244,CHEMBL3735694,1.7,nM,nM,CC(C)S(=O)(=O)c1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,8.769551078621726
245,CHEMBL3697940,1.7,nM,nM,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)C(c3cc(F)ccc3F)N(CCO)C1)C2,8.769551078621726
246,CHEMBL3735917,1.7,nM,nM,CS(=O)(=O)c1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,8.769551078621726
247,CHEMBL601937,1.7,nM,nM,COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cc(C)ccc3C)CN1CC2,8.769551078621726
248,CHEMBL3687984,1.7,nM,nM,CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C#N)c1c2=O,8.769551078621726
249,CHEMBL1779708,1.7,nM,nM,N[C@@H](CC(=O)N1CCNC(=O)[C@H]1COC1CCCC1)Cc1cc(F)c(F)cc1F,8.769551078621726
250,CHEMBL3805346,1.7,nM,nM,N[C@H]1C[C@@H](N2Cc3cnc4nc(C5CC5)nn4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,8.769551078621726
251,CHEMBL366048,1.7,nM,nM,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2ccc(F)cc2Cl)cc1)C(=O)O.O=C(O)C(F)(F)F,8.769551078621726
252,CHEMBL210995,1.7,nM,uM,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](C(=O)N2Cc3ccccc3C2)CN1,8.769551078621726
253,CHEMBL3644463,1.7,nM,nM,NC(=O)Cn1cc2c(n1)CN([C@H]1CSC(c3cc(F)cc(F)c3F)[C@@H](N)C1)C2,8.769551078621726
254,CHEMBL1651767,1.72,nM,nM,Cc1csc2c(=O)n(Cc3ccccc3C#N)c(N3CCC[C@@H](N)C3)nc12,8.76447155309245
255,CHEMBL4460852,1.75,nM,nM,Cc1cccc(-c2nnc3ccc(N4CCN(C(c5ccccc5)c5ccccc5)CC4)nn23)c1,8.756961951313706
256,CHEMBL3686749,1.8,nM,nM,N=C(N)NCCC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,8.744727494896694
257,CHEMBL232103,1.8,nM,nM,CN(C)C(=O)[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,8.744727494896694
258,CHEMBL364100,1.8,nM,nM,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2ccccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,8.744727494896694
259,CHEMBL3735281,1.8,nM,nM,CCS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,8.744727494896694
260,CHEMBL1929390,1.8,nM,nM,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)c(O)n2n1.Cl,8.744727494896694
261,CHEMBL3734999,1.8,nM,nM,N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,8.744727494896694
262,CHEMBL3735433,1.8,nM,nM,N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)Cc4ccncc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,8.744727494896694
263,CHEMBL3215827,1.8,nM,nM,CC(=O)c1cccc(NC(=O)Cc2c(C)nc(CC(C)C)c(CN)c2-c2ccc(C)cc2)c1.Cl.Cl,8.744727494896694
264,CHEMBL1808468,1.8,nM,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(/C=C/C(N)=O)cc23)cc1,8.744727494896694
265,CHEMBL1288231,1.8,nM,nM,Cl.Cn1c(=O)[nH]c2cc(N3CCC[C@@](C)(N)C3)n(Cc3ccccc3)c2c1=O,8.744727494896694
266,CHEMBL3736423,1.9,nM,nM,Cn1cnc(S(=O)(=O)n2cc3c(n2)CN([C@H]2CO[C@H](c4cc(F)ccc4F)[C@@H](N)C2)C3)c1,8.721246399047171
267,CHEMBL3736067,1.9,nM,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)c4cccc(C(F)(F)F)c4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,8.721246399047171
268,CHEMBL3804996,1.9,nM,nM,Cc1cc(C(F)(F)F)nc2c3c(nn12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,8.721246399047171
269,CHEMBL3645496,1.9,nM,nM,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)COC1c1cc(F)c(F)cc1F,8.721246399047171
270,CHEMBL3944427,1.9,nM,nM,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,8.721246399047171
271,CHEMBL2425892,1.9,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(OC)ccc3n2)c1=O,8.721246399047171
272,CHEMBL194993,1.9,nM,nmol/L,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NCCc2ccccc2)CN1,8.721246399047171
273,CHEMBL469317,1.9,nM,nM,COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(Cl)ccc4F)CCOCC3)sc2c1,8.721246399047171
274,CHEMBL4452518,1.98,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccccc1C(=O)O)c(=O)n2C,8.703334809738468
275,CHEMBL96666,2.0,nM,nM,CC(C)[C@H](N)C(=O)N1CCC[C@H]1C#N,8.698970004336019
276,CHEMBL1951600,2.0,nM,nM,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,8.698970004336019
277,CHEMBL3889902,2.0,nM,nM,C/C=C/Cn1c(N2CCCC(N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1NC(C)=O)c(=O)n2C,8.698970004336019
278,CHEMBL2425890,2.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(F)ccc3n2)c1=O,8.698970004336019
279,CHEMBL563849,2.0,nM,nM,N#Cc1ccc(OC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)nc1,8.698970004336019
280,CHEMBL391089,2.0,nM,nM,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,8.698970004336019
281,CHEMBL402819,2.0,nM,nM,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)cc3ccccc13)c(=O)n2C,8.698970004336019
282,CHEMBL307636,2.0,nM,nM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1,8.698970004336019
283,CHEMBL4547171,2.0,nM,nM,Cc1cccc(-c2nnc3ccc(N4CCN(Cc5ccc(F)cc5)CC4)nn23)c1,8.698970004336019
284,CHEMBL1951603,2.0,nM,nM,CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(CC(=O)c1cccc(OC)c1)c(=O)n2C,8.698970004336019
285,CHEMBL1951607,2.0,nM,nM,COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCCNCC4)n3CC=C(C)C)n(C)c2=O)c1,8.698970004336019
286,CHEMBL1951609,2.0,nM,nM,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,8.698970004336019
287,CHEMBL1951614,2.0,nM,nM,CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1c(C#N)cnc3ccccc13)c(=O)n2C,8.698970004336019
288,CHEMBL403408,2.0,nM,nM,CC#CCn1c(NC[C@H](C)N)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21,8.698970004336019
289,CHEMBL400068,2.0,nM,nM,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@H]1Cn1cncn1)Cc1cc(F)c(F)cc1F,8.698970004336019
290,CHEMBL250147,2.0,nM,nM,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1Cn1ccnc1)Cc1cc(F)c(F)cc1F,8.698970004336019
291,CHEMBL4784434,2.0,nM,uM,Fc1ccc(CNc2cc(N3CCNCC3)nc3ccnn23)c(F)c1,8.698970004336019
292,CHEMBL4747683,2.0,nM,uM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC1=NC3C=CC=CC3C(C)=N1)c(=O)n2C,8.698970004336019
293,CHEMBL3955534,2.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1OCC(=O)NCC)c(=O)n2C,8.698970004336019
294,CHEMBL3938646,2.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(C)c3nccnc3c1)c(=O)n2C,8.698970004336019
295,CHEMBL493543,2.0,nM,uM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)N1Cc2ccccc2C1,8.698970004336019
296,CHEMBL3680631,2.0,nM,nM,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1cc(C#N)c3ccccc3n1)c(=O)n2C,8.698970004336019
297,CHEMBL1202080,2.0,nM,nM,COc1ccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc1OC.O=C(O)C(=O)O,8.698970004336019
298,CHEMBL3112968,2.0,nM,uM,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCc3c(nc(C(F)(F)F)nc3C3CC3)C2=O)CC1,8.698970004336019
299,CHEMBL389804,2.0,nM,uM,Cn1c(C2CC2)nc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nc21.O=C(O)C(F)(F)F,8.698970004336019
300,CHEMBL565600,2.0,nM,uM,CC1(c2nc([C@@H]3CCCN3C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)no2)COC1,8.698970004336019
301,CHEMBL565633,2.0,nM,uM,CC(C)(C)c1noc([C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)n1,8.698970004336019
302,CHEMBL3680636,2.0,nM,nM,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nccc(-c3ccccc3)n1)c(=O)n2C,8.698970004336019
303,CHEMBL3680635,2.0,nM,nM,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc3ccccc3c(C)c1C#N)c(=O)n2C,8.698970004336019
304,CHEMBL395762,2.0,nM,nM,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,8.698970004336019
305,CHEMBL3680634,2.0,nM,nM,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(CC(=O)c1ccccc1Br)c(=O)n2C,8.698970004336019
